name,wins,losses,draws,height_cm,weight_in_kg,reach_in_cm,stance,date_of_birth,significant_strikes_landed_per_minute,significant_striking_accuracy,significant_strikes_absorbed_per_minute,significant_strike_defence,average_takedowns_landed_per_15_minutes,takedown_accuracy,takedown_defense,average_submissions_attempted_per_15_minutes
Joanna Jedrzejczyk,16,5,0,167.64,52.16,165.1,Orthodox,1987-08-18,6.28,48.0,3.25,62.0,0.27,62.0,80.0,0.1
Quinton Jackson,37,12,0,185.42,92.99,185.42,Orthodox,1978-06-20,3.25,54.0,2.51,55.0,1.52,56.0,73.0,0.1
Sam Alvey,33,18,1,187.96,83.91,190.5,Southpaw,1986-05-06,3.28,44.0,3.63,52.0,0.06,14.0,82.0,0.1
Angela Hill,16,13,0,160.02,52.16,162.56,Orthodox,1985-01-12,5.44,50.0,4.94,61.0,0.73,34.0,75.0,0.1
Tim Sylvia,31,10,0,203.2,120.2,203.2,Orthodox,1976-03-05,4.23,41.0,2.61,61.0,0.11,100.0,75.0,0.1
Jennifer Maia,21,10,1,162.56,56.7,162.56,Orthodox,1988-10-06,4.35,38.0,4.52,55.0,0.42,27.0,58.0,0.1
Michael Johnson,22,19,0,177.8,70.31,185.42,Southpaw,1986-06-04,4.28,39.0,3.91,58.0,0.46,38.0,80.0,0.1
Kamaru Usman,20,4,0,182.88,77.11,193.04,Switch,1987-05-11,4.36,52.0,2.74,54.0,2.82,45.0,89.0,0.1
Vladimir Matyushenko,27,8,0,182.88,92.99,187.96,Orthodox,1971-01-04,1.9,44.0,1.62,59.0,3.25,46.0,70.0,0.1
Jamie Pickett,13,10,0,187.96,83.91,203.2,Orthodox,1988-08-29,2.84,48.0,3.92,49.0,1.44,40.0,69.0,0.1
Sean Santella,17,6,1,165.1,56.7,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristof Midoux,6,10,0,185.42,99.79,182.88,Orthodox,1974-07-30,0.7,43.0,2.89,49.0,0.0,0.0,0.0,0.0
John Gunther,5,1,0,175.26,70.31,182.88,Orthodox,1985-11-24,1.65,37.0,3.72,46.0,7.08,42.0,0.0,0.0
Anatoly Tokov,25,2,0,177.8,83.91,182.88,Unknown,1900-01-01,3.51,72.0,0.54,66.0,2.03,100.0,100.0,0.0
Tom Tuggle,0,3,0,187.96,113.4,182.88,Orthodox,1900-01-01,0.0,0.0,2.14,0.0,32.14,100.0,0.0,0.0
Iony Razafiarison,2,1,0,160.02,65.77,182.88,Unknown,1900-01-01,1.2,42.0,1.4,53.0,2.0,50.0,75.0,0.0
Kiril Sidelnikov,11,4,0,180.34,104.33,182.88,Unknown,1900-01-01,2.87,28.0,4.48,61.0,0.0,0.0,0.0,0.0
Michael Byrnes,5,3,0,180.34,70.31,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geraldo de Freitas,12,6,0,170.18,61.23,182.88,Orthodox,1991-09-30,3.67,52.0,2.62,50.0,3.0,45.0,59.0,0.0
Buck Meredith,3,3,0,187.96,83.91,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tony Bonello,16,3,1,187.96,83.91,182.88,Unknown,1900-01-01,0.62,33.0,12.62,10.0,0.0,0.0,0.0,0.0
Adam Khaliev,6,0,0,182.88,77.11,182.88,Orthodox,1984-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dakota Cochrane,29,12,0,172.72,70.31,182.88,Unknown,1900-01-01,2.66,75.0,2.66,30.0,4.43,33.0,0.0,0.0
Donald Sanchez,31,17,0,177.8,65.77,182.88,Unknown,1900-01-01,0.58,50.0,1.16,55.0,0.0,0.0,50.0,0.0
Felipe dos Santos,7,1,0,170.18,56.7,177.8,Orthodox,2000-09-11,6.6,32.0,7.47,38.0,0.0,0.0,0.0,0.0
Matt Lee,14,10,1,180.34,70.31,182.88,Orthodox,1900-01-01,0.0,0.0,9.68,21.0,0.0,0.0,0.0,0.0
Antwain Britt,11,6,0,185.42,92.99,195.58,Unknown,1900-01-01,1.46,39.0,2.81,44.0,1.56,40.0,50.0,0.0
Chris Barnett,23,8,0,175.26,120.2,190.5,Orthodox,1986-06-14,4.41,48.0,5.87,40.0,0.0,0.0,33.0,0.0
Ray Seraille,8,9,0,190.5,111.58,182.88,Unknown,1900-01-01,5.29,27.0,17.65,41.0,0.0,0.0,0.0,0.0
Adam Yandiev,9,1,0,175.26,83.91,187.96,Orthodox,1988-08-07,0.18,8.0,6.14,36.0,0.0,0.0,25.0,0.0
Bahatebole Batebolati,8,1,1,180.34,70.31,180.34,Southpaw,1997-09-12,4.34,47.0,4.62,64.0,2.04,100.0,100.0,0.0
Andre Mussi,11,5,0,190.5,109.77,182.88,Orthodox,1900-01-01,0.0,0.0,10.59,35.0,0.0,0.0,0.0,0.0
Al Matavao,8,3,0,172.72,92.99,170.18,Orthodox,1994-02-23,7.84,46.0,6.7,58.0,0.0,0.0,0.0,0.0
Thomas Longacre,6,1,0,175.26,65.77,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Gilbert,2,3,0,180.34,70.31,182.88,Orthodox,1976-06-05,0.61,42.0,4.44,31.0,0.0,0.0,0.0,0.0
Lucrezia Ria,8,2,0,167.64,56.7,182.88,Orthodox,1992-06-24,4.07,46.0,4.4,45.0,1.0,33.0,0.0,0.0
Jonathan  Mix,7,4,0,182.88,76.2,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chad Laprise,13,4,0,177.8,77.11,180.34,Orthodox,1986-07-23,4.78,42.0,3.59,65.0,1.05,54.0,78.0,0.0
Quillan Salkilld,4,1,0,182.88,70.31,193.04,Orthodox,1999-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Reza Arianto,5,0,0,,70.31,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Jimmo,19,5,0,185.42,92.99,185.42,Orthodox,1981-11-27,3.12,66.0,2.77,46.0,0.45,28.0,87.0,0.0
Jean Silva,11,2,0,170.18,65.77,175.26,Orthodox,1996-12-13,5.8,48.0,4.73,55.0,1.0,33.0,100.0,0.0
Larry Cureton,0,2,0,187.96,108.86,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jansey Silva,7,2,0,187.96,83.91,170.18,Orthodox,1995-05-30,0.46,40.0,2.32,33.0,0.0,0.0,0.0,0.0
Brad Tavares,20,9,0,185.42,83.91,187.96,Orthodox,1987-12-21,3.38,43.0,3.03,56.0,0.81,26.0,82.0,0.0
Sumit Kumar,8,1,0,165.1,56.7,167.64,Orthodox,2000-09-09,2.8,24.0,4.67,46.0,6.0,30.0,60.0,0.0
Yuhi Sano,0,4,0,180.34,110.22,182.88,Orthodox,1965-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Fiore,6,2,0,177.8,70.31,182.88,Orthodox,1997-12-10,2.83,46.0,7.93,42.0,2.5,45.0,71.0,0.0
Andy Anderson,0,1,0,167.64,108.86,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fabiola Pidroni,5,0,0,,52.16,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Satoshi Honma,4,6,3,185.42,92.99,182.88,Orthodox,1968-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eduardo Garagorri,13,2,0,175.26,65.77,177.8,Orthodox,1989-05-28,3.42,51.0,2.36,58.0,0.48,100.0,61.0,0.0
Bruno Oliveira,8,2,0,193.04,92.99,203.2,Orthodox,1984-05-02,3.44,33.0,4.92,54.0,0.0,0.0,0.0,0.0
Rolles Gracie,8,4,0,193.04,109.77,182.88,Orthodox,1978-07-14,2.3,32.0,3.38,55.0,2.3,10.0,0.0,0.0
Lacey Schuckman,11,10,0,160.02,56.7,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ottman Azaitar,13,2,0,172.72,70.31,180.34,Switch,1990-02-20,5.73,51.0,4.96,48.0,0.0,0.0,100.0,0.0
Mike Campbell,13,4,0,175.26,70.31,182.88,Southpaw,1900-01-01,1.4,26.0,1.4,63.0,5.26,100.0,0.0,0.0
Chad Corvin,5,0,0,195.58,115.67,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray Perales,13,22,0,177.8,77.11,182.88,Orthodox,1900-01-01,0.18,25.0,2.39,32.0,0.0,0.0,33.0,0.0
Anvar Boynazarov,3,1,0,175.26,65.77,182.88,Orthodox,1989-01-10,0.0,0.0,7.83,29.0,0.0,0.0,0.0,0.0
Anthony Morrison,20,12,0,170.18,65.77,182.88,Orthodox,1984-03-29,1.7,33.0,0.49,80.0,0.0,0.0,50.0,0.0
David Douglas,9,7,0,180.34,70.31,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyson Nam,21,14,1,170.18,56.7,172.72,Orthodox,1983-10-06,3.87,33.0,4.97,65.0,0.0,0.0,87.0,0.0
Peter Danesoe,6,3,0,175.26,56.7,172.72,Orthodox,2000-09-01,4.98,54.0,7.02,37.0,0.0,0.0,62.0,0.0
Hamdy Abdelwahab,5,0,0,187.96,119.75,182.88,Southpaw,1993-01-22,3.87,52.0,3.13,59.0,3.0,75.0,0.0,0.0
Juan Andres Luna,12,1,0,170.18,56.7,182.88,Orthodox,1995-08-20,3.27,31.0,3.0,65.0,0.0,0.0,0.0,0.0
Leon Shahbazyan,7,2,0,193.04,77.11,187.96,Orthodox,1995-11-18,6.33,52.0,8.18,32.0,1.46,50.0,0.0,0.0
Gokhan Saki,1,2,0,182.88,92.99,185.42,Orthodox,1983-10-19,7.09,58.0,4.57,53.0,0.0,0.0,100.0,0.0
Steve Ramirez,5,2,0,170.18,56.7,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Graham,3,1,0,193.04,83.91,182.88,Orthodox,1900-01-01,0.91,42.0,2.27,28.0,0.0,0.0,0.0,0.0
Enson Inoue,12,8,0,177.8,95.25,182.88,Orthodox,1967-04-15,1.7,63.0,1.88,30.0,0.0,0.0,33.0,0.0
Antonio McKee,29,6,2,172.72,70.31,182.88,Southpaw,1970-03-12,1.37,45.0,0.74,74.0,1.47,33.0,57.0,0.0
Brandon Saling,8,6,0,177.8,77.11,182.88,Unknown,1900-01-01,2.88,40.0,6.08,20.0,0.0,0.0,57.0,0.0
Bertrand Amoussou,1,1,0,172.72,86.18,182.88,Orthodox,1900-01-01,6.75,39.0,2.01,83.0,0.0,0.0,0.0,0.0
Razak Al-Hassan,13,5,0,187.96,92.99,182.88,Orthodox,1982-05-14,3.27,39.0,3.14,60.0,0.65,14.0,57.0,0.0
Julian Sanchez,0,1,0,190.5,136.08,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Israel Albuquerque,0,3,0,,83.91,182.88,Orthodox,1900-01-01,0.32,13.0,3.34,25.0,0.0,0.0,0.0,0.0
Helio Dipp,6,3,0,195.58,83.91,182.88,Orthodox,1900-01-01,0.6,25.0,1.8,62.0,0.0,0.0,50.0,0.0
Brad Katona,15,2,0,167.64,61.23,162.56,Orthodox,1991-12-19,4.8,51.0,4.57,50.0,1.0,20.0,50.0,0.0
Santo Curatolo,6,2,0,160.02,56.7,157.48,Southpaw,1995-01-18,1.4,39.0,6.07,34.0,2.0,33.0,100.0,0.0
Houston Dorr,1,2,0,185.42,95.25,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alan Omer,20,5,0,177.8,65.77,182.88,Orthodox,1988-09-14,3.49,55.0,2.21,64.0,1.69,42.0,66.0,0.0
John Reedy,11,6,0,172.72,70.31,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fernando Padilla,15,5,0,185.42,65.77,193.04,Orthodox,1996-12-15,5.51,38.0,5.81,53.0,0.0,0.0,100.0,0.0
Brandon Jenkins,15,9,0,182.88,70.31,180.34,Switch,1991-09-30,2.93,41.0,8.05,33.0,0.0,0.0,27.0,0.0
Muin Gafurov,18,6,0,170.18,61.23,172.72,Southpaw,1996-05-17,2.98,41.0,2.95,48.0,2.4,26.0,62.0,0.0
Dashawn Boatwright,3,1,0,182.88,92.99,182.88,Orthodox,1988-02-29,0.0,0.0,52.5,12.0,0.0,0.0,0.0,0.0
Shane Campbell,14,6,0,182.88,70.31,180.34,Orthodox,1987-01-21,3.99,59.0,3.19,55.0,1.36,28.0,82.0,0.0
Justin Patterson,9,3,0,177.8,77.11,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roger Carroll,16,14,0,177.8,77.11,182.88,Unknown,1900-01-01,7.62,61.0,10.48,43.0,0.0,0.0,100.0,0.0
Todd Moore,16,7,0,175.26,77.11,180.34,Southpaw,1983-12-30,1.83,26.0,2.3,57.0,0.78,14.0,54.0,0.0
Jeremy Larsen,8,5,0,177.8,65.77,177.8,Orthodox,1984-05-18,4.87,48.0,5.75,57.0,2.49,33.0,0.0,0.0
Zach Zane,10,7,0,170.18,65.77,175.26,Southpaw,1989-12-14,0.87,56.0,6.67,20.0,0.0,0.0,26.0,0.0
Jared Chaffee,5,2,0,177.8,70.31,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Takafumi Otsuka,22,13,2,167.64,63.05,182.88,Orthodox,1900-01-01,1.29,27.0,2.12,67.0,1.64,27.0,65.0,0.0
Anthony Taylor,1,3,0,170.18,65.77,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Antolin,12,3,0,165.1,56.7,160.02,Orthodox,1982-02-28,5.73,52.0,5.0,69.0,0.0,0.0,100.0,0.0
Todd Lally,2,1,0,170.18,65.77,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Wallace,5,2,0,177.8,70.31,175.26,Orthodox,1992-11-17,0.52,28.0,3.41,35.0,0.0,0.0,0.0,0.0
CM Punk,0,1,0,185.42,77.11,185.42,Orthodox,1978-10-26,1.1,23.0,4.87,40.0,0.87,11.0,0.0,0.0
Cleber Luciano,14,6,0,167.64,70.31,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Denis Tiuliulin,10,9,0,185.42,83.91,195.58,Orthodox,1988-05-17,4.5,41.0,6.15,36.0,0.0,0.0,73.0,0.0
Daniel Marcos,15,0,0,170.18,61.23,175.26,Orthodox,1993-03-07,4.88,46.0,3.7,69.0,0.4,50.0,89.0,0.0
Austen Lane,12,4,0,198.12,111.13,203.2,Orthodox,1987-11-09,4.48,47.0,2.85,48.0,0.0,0.0,0.0,0.0
Carli Judice,3,1,0,170.18,56.7,172.72,Southpaw,1999-03-02,11.2,57.0,12.27,54.0,0.0,0.0,50.0,0.0
Juan Mott,3,4,0,182.88,86.18,182.88,Switch,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Aguilar,17,5,0,170.18,70.31,185.42,Orthodox,1988-09-07,3.96,40.0,4.81,52.0,0.16,16.0,78.0,0.0
Elise Reed,7,4,0,160.02,52.16,160.02,Orthodox,1992-12-05,2.66,49.0,3.06,52.0,0.58,60.0,42.0,0.0
Rashad Evans,19,8,1,182.88,92.99,190.5,Orthodox,1979-09-25,2.14,37.0,2.42,63.0,2.98,44.0,73.0,0.0
Mike de la Torre,14,7,0,180.34,65.77,180.34,Orthodox,1986-09-22,3.21,39.0,4.75,51.0,0.36,16.0,83.0,0.0
Alberto Uda,12,2,0,190.5,83.91,182.88,Orthodox,1984-08-08,1.79,52.0,3.49,45.0,2.83,50.0,66.0,0.0
Chase Gibson,9,5,0,177.8,70.31,182.88,Orthodox,1990-02-07,3.13,54.0,6.4,52.0,0.0,0.0,0.0,0.0
Jose Augusto,6,2,0,190.5,113.85,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joao Elias,17,4,1,160.02,56.7,162.56,Southpaw,1995-01-08,0.4,50.0,6.47,20.0,0.0,0.0,50.0,0.0
Joe Giannetti,6,1,0,182.88,70.31,187.96,Southpaw,1995-07-05,1.93,38.0,2.8,40.0,1.0,16.0,0.0,0.0
Marcos Bonilla,4,4,0,177.8,65.77,182.88,Unknown,1900-01-01,0.47,12.0,0.47,94.0,0.0,0.0,0.0,0.0
Tedd Williams,7,1,0,185.42,124.74,182.88,Orthodox,1969-12-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arman Ashimov,11,3,1,167.64,56.7,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Allen,5,0,0,182.88,70.31,190.5,Southpaw,1992-08-10,7.6,51.0,5.87,53.0,2.0,66.0,100.0,0.0
Rana Rudra Pratap Singh,11,2,0,177.8,61.23,175.26,Orthodox,1997-05-09,0.0,0.0,9.05,27.0,0.0,0.0,0.0,0.0
Cindy Dandois,8,3,0,170.18,61.23,182.88,Orthodox,1984-10-26,3.13,32.0,3.4,58.0,5.0,55.0,0.0,0.0
Errol Zimmerman,0,1,0,190.5,83.91,182.88,Orthodox,1986-04-20,2.95,42.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Sturgeon,0,1,0,190.5,102.06,182.88,Switch,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Gonzalez,16,4,0,187.96,92.99,193.04,Orthodox,1984-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philipe Lins,17,5,0,187.96,92.99,198.12,Orthodox,1985-08-17,3.59,46.0,3.73,44.0,1.55,35.0,100.0,0.0
Yao Zhikui,2,4,0,165.1,56.7,162.56,Orthodox,1991-02-07,1.44,21.0,2.82,48.0,0.66,16.0,58.0,0.0
Andrei Kopylov,6,11,0,187.96,120.2,182.88,Orthodox,1965-07-16,0.33,66.0,4.31,40.0,0.0,0.0,0.0,0.0
Larissa Pacheco,10,2,0,170.18,61.23,182.88,Orthodox,1994-09-07,1.21,19.0,4.14,55.0,0.0,0.0,0.0,0.0
Chad Sutton,2,2,0,185.42,83.91,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anna Elmose,3,2,0,160.02,52.16,182.88,Orthodox,1984-10-06,3.68,49.0,4.64,56.0,0.0,0.0,33.0,0.0
Merritt Warren,3,3,0,177.8,70.31,182.88,Southpaw,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Yee,4,6,0,175.26,83.91,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Johnny Bedford,21,13,1,177.8,61.23,180.34,Orthodox,1983-01-06,4.53,50.0,1.75,63.0,1.83,62.0,62.0,0.0
Josh Hendricks,19,11,0,187.96,106.59,182.88,Southpaw,1976-08-28,0.98,20.0,11.8,29.0,0.0,0.0,0.0,0.0
Fabian Gonzalez,2,1,0,177.8,61.23,182.88,Unknown,1900-01-01,3.9,48.0,4.39,51.0,0.0,0.0,66.0,0.0
Leonardo Silva de Oliveira,12,4,0,187.96,83.91,182.88,Orthodox,1992-04-23,1.07,40.0,0.54,50.0,24.11,50.0,0.0,0.0
Garrett Armfield,9,3,0,167.64,61.23,177.8,Orthodox,1996-10-09,5.29,44.0,3.52,57.0,0.0,0.0,75.0,0.0
Joey Gomez,6,2,0,177.8,61.23,185.42,Orthodox,1986-07-21,2.44,28.0,4.46,55.0,0.62,100.0,50.0,0.0
Takahiro Oba,5,7,1,172.72,90.72,182.88,Southpaw,1900-01-01,0.23,25.0,1.82,69.0,0.0,0.0,0.0,0.0
Toby Misech,9,5,0,172.72,65.77,182.88,Southpaw,1988-03-07,3.27,40.0,7.73,46.0,0.0,0.0,0.0,0.0
Manon Fiorot,11,1,0,170.18,56.7,165.1,Orthodox,1990-02-17,6.05,39.0,3.31,69.0,1.36,46.0,91.0,0.0
Tai Bowden,1,1,0,180.34,104.33,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach Underwood,13,7,0,187.96,83.91,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Bumgarner,6,4,0,185.42,77.11,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Santa Maria,3,4,0,175.26,56.7,182.88,Unknown,1900-01-01,3.6,51.0,2.53,74.0,0.0,0.0,80.0,0.0
Falaniko Vitale,30,11,0,177.8,83.91,182.88,Orthodox,1974-07-14,1.88,49.0,3.68,47.0,0.72,33.0,86.0,0.0
Tom Duquesnoy,16,2,0,170.18,61.23,172.72,Orthodox,1993-06-21,3.83,45.0,5.3,62.0,0.42,25.0,46.0,0.0
Jim Wallhead,29,11,0,177.8,77.11,182.88,Orthodox,1984-03-14,3.19,26.0,6.65,49.0,0.0,0.0,100.0,0.0
Darryl Cobb,6,8,0,175.26,83.91,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moise Rimbon,23,11,3,177.8,92.99,182.88,Orthodox,1977-04-20,0.8,34.0,1.0,71.0,1.0,50.0,37.0,0.0
Alfonso Alcarez,1,3,1,160.02,65.77,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ben Lagman,6,5,0,187.96,83.91,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Renken,18,28,4,182.88,86.18,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brandon Sene,2,2,0,180.34,92.99,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
James Llontop,14,2,0,182.88,70.31,185.42,Orthodox,1999-08-02,4.93,54.0,1.93,74.0,0.0,0.0,71.0,0.0
Scott Fiedler,0,1,0,193.04,106.59,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Liliya Shakirova,8,2,0,162.56,56.7,165.1,Orthodox,1991-10-24,2.7,30.0,2.58,74.0,0.0,0.0,0.0,0.0
Kaue Fernandes,8,2,0,175.26,70.31,185.42,Orthodox,1995-03-17,1.53,54.0,0.87,59.0,1.0,100.0,62.0,0.0
Andre Walker,1,5,0,180.34,92.99,182.88,Southpaw,1900-01-01,2.28,31.0,4.36,34.0,0.0,0.0,0.0,0.0
Leiticia Pestova,0,2,0,167.64,61.23,182.88,Orthodox,1984-01-15,0.0,0.0,24.62,44.0,0.0,0.0,0.0,0.0
Kelly Velasco,2,1,0,175.26,61.23,182.88,Orthodox,1995-05-21,2.27,35.0,5.67,47.0,0.0,0.0,100.0,0.0
Sheldon Westcott,10,3,1,185.42,77.11,180.34,Southpaw,1984-08-20,2.26,40.0,3.73,37.0,3.23,37.0,14.0,0.0
Anthony Leone,15,8,0,167.64,61.23,182.88,Orthodox,1987-05-27,1.94,53.0,2.52,56.0,1.72,18.0,0.0,0.0
Darko Stosic,13,4,0,182.88,92.99,193.04,Orthodox,1992-02-09,2.61,45.0,4.04,58.0,3.42,50.0,83.0,0.0
Melissa Martinez,7,1,0,157.48,52.16,167.64,Southpaw,1997-08-18,3.0,57.0,2.53,45.0,1.0,50.0,0.0,0.0
Ben Jones,4,4,0,,83.91,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jason Medina,21,15,1,175.26,81.65,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nandor Guelmino,11,5,1,190.5,104.33,182.88,Unknown,1900-01-01,3.62,56.0,3.16,33.0,0.0,0.0,42.0,0.0
Nick Gibbons,2,1,0,177.8,70.31,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andy Ogle,9,6,0,172.72,65.77,175.26,Orthodox,1989-02-16,2.24,44.0,2.23,50.0,1.44,26.0,58.0,0.0
Askar Askar,11,1,0,170.18,65.77,175.26,Orthodox,1994-08-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Paul Redmond,12,7,0,177.8,65.77,182.88,Orthodox,1986-10-20,0.72,34.0,2.99,41.0,0.0,0.0,50.0,0.0
Alex Torres,5,4,0,177.8,65.77,182.88,Orthodox,1988-05-29,2.47,37.0,2.73,69.0,2.0,22.0,50.0,0.0
Ednaldo Oliveira,17,3,1,195.58,92.99,182.88,Orthodox,1984-02-19,1.03,22.0,1.8,52.0,0.0,0.0,42.0,0.0
Rudyard Moncayo,0,3,0,177.8,88.45,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Desmond Torres,7,2,0,167.64,61.23,175.26,Orthodox,1997-01-06,4.8,64.0,11.78,48.0,0.0,0.0,100.0,0.0
Gerry Harris,1,4,0,203.2,122.47,182.88,Orthodox,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronal Siahaan,7,1,0,170.18,56.7,180.34,Southpaw,1996-05-05,0.63,66.0,6.17,25.0,0.0,0.0,25.0,0.0
Masanori Tonooka,1,2,0,172.72,83.91,182.88,Orthodox,1900-01-01,0.16,5.0,1.09,36.0,0.0,0.0,0.0,0.0
Hidehiko Hasegawa,19,20,6,175.26,77.11,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lodune Sincaid,15,9,0,175.26,83.91,182.88,Orthodox,1973-05-07,2.72,42.0,6.17,57.0,0.0,0.0,75.0,0.0
Sarah Kaufman,18,4,0,165.1,61.23,167.64,Orthodox,1985-09-20,6.65,46.0,4.0,62.0,0.38,57.0,81.0,0.0
Gideon Ray,17,15,1,177.8,83.91,182.88,Southpaw,1973-05-27,2.08,40.0,2.58,53.0,1.49,100.0,0.0,0.0
Gary Padilla,12,6,0,180.34,92.99,182.88,Unknown,1900-01-01,2.2,27.0,2.0,76.0,0.0,0.0,50.0,0.0
Kwan Ho Kwak,9,2,0,165.1,61.23,182.88,Switch,1989-06-18,3.29,41.0,3.45,47.0,0.78,100.0,26.0,0.0
Mark Robinson,1,0,0,182.88,120.2,182.88,Orthodox,1900-01-01,0.0,0.0,5.8,13.0,0.0,0.0,0.0,0.0
David Blanco,2,0,0,170.18,65.77,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alessio Sakara,19,11,0,182.88,83.91,182.88,Orthodox,1981-09-02,3.96,47.0,2.8,59.0,2.18,78.0,62.0,0.0
Jesse Finney,5,1,0,182.88,77.11,182.88,Unknown,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joe Vedepo,18,9,0,182.88,83.91,182.88,Orthodox,1900-01-01,1.43,42.0,5.71,38.0,1.07,20.0,0.0,0.0
John Phillips,22,11,0,180.34,83.91,190.5,Southpaw,1985-06-09,1.72,34.0,4.03,49.0,0.0,0.0,7.0,0.0
Remco Pardoel,9,6,1,190.5,117.93,182.88,Southpaw,1900-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Ferreira,18,6,0,170.18,92.99,182.88,Orthodox,1979-04-25,2.57,60.0,8.14,42.0,0.0,0.0,0.0,0.0
